Day of Week,Time,Precipitation,Visibility,Cloud Cover,Weather Type,Conditions,Traffic
Friday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Friday,23:00:00,0.0,1.4,8.5,Smoke Or Haze,Clear,medium
Saturday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,01:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,02:00:00,0.0,1.4,1.9,Smoke Or Haze,Clear,high
Saturday,03:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Saturday,04:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,05:00:00,0.0,0.8,1.9,"Mist, Smoke Or Haze",Clear,high
Saturday,06:00:00,0.0,1.2,0.0,Mist,Clear,low
Saturday,07:00:00,0.0,1.2,0.0,Mist,Clear,medium
Saturday,08:00:00,0.0,1.3,49.2,Mist,Partially cloudy,low
Saturday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Saturday,10:00:00,0.0,1.9,50.0,Smoke Or Haze,Partially cloudy,medium
Saturday,11:00:00,0.0,1.6,77.5,Smoke Or Haze,Overcast,medium
Saturday,12:00:00,0.0,2.5,50.0,Smoke Or Haze,Partially cloudy,medium
Saturday,13:00:00,0.0,2.5,50.0,Smoke Or Haze,Partially cloudy,high
Saturday,14:00:00,0.0,1.6,70.7,Smoke Or Haze,Partially cloudy,high
Saturday,15:00:00,0.0,2.5,37.3,Smoke Or Haze,Partially cloudy,low
Saturday,16:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,low
Saturday,17:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,18:00:00,0.0,1.9,,,Clear,medium
Saturday,19:00:00,0.0,1.9,,,Clear,medium
Saturday,20:00:00,0.0,1.4,10.0,Smoke Or Haze,Clear,low
Saturday,21:00:00,0.0,1.9,,,Clear,medium
Saturday,22:00:00,0.0,1.9,0.0,Mist,Clear,high
Saturday,23:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,low
Sunday,00:00:00,0.0,1.2,0.0,Mist,Clear,low
Sunday,01:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,02:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,low
Sunday,03:00:00,0.0,1.2,0.0,Mist,Clear,high
Sunday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Sunday,05:00:00,0.0,1.3,0.0,Mist,Clear,low
Sunday,06:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,07:00:00,0.0,0.6,0.0,Mist,Clear,medium
Sunday,08:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,low
Sunday,09:00:00,0.0,1.2,0.0,Mist,Clear,low
Sunday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Sunday,11:00:00,0.0,2.2,,Smoke Or Haze,Clear,high
Sunday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,14:00:00,0.0,1.6,0.0,Smoke Or Haze,Clear,low
Sunday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Sunday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,17:00:00,0.0,1.5,,Smoke Or Haze,Clear,high
Sunday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,20:00:00,0.0,1.4,30.0,Smoke Or Haze,Partially cloudy,high
Sunday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,23:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Monday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,01:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Monday,02:00:00,0.0,0.8,0.0,Smoke Or Haze,Clear,medium
Monday,03:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Monday,04:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Monday,05:00:00,0.0,0.7,,Mist,Clear,low
Monday,06:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Monday,07:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Monday,08:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Monday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,11:00:00,0.0,1.4,,Smoke Or Haze,Clear,medium
Monday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Monday,14:00:00,0.0,1.5,,Smoke Or Haze,Clear,high
Monday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Monday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Monday,17:00:00,0.0,1.4,,Smoke Or Haze,Clear,medium
Monday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,low
Monday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,22:00:00,0.0,1.2,0.0,Mist,Clear,high
Monday,23:00:00,0.0,0.8,0.0,Mist,Clear,low
Tuesday,00:00:00,0.0,1.2,0.0,Mist,Clear,low
Tuesday,01:00:00,0.0,1.2,0.0,Mist,Clear,high
Tuesday,02:00:00,0.0,1.2,,,Clear,medium
Tuesday,03:00:00,0.0,1.2,,,Clear,medium
Tuesday,04:00:00,0.0,1.2,,,Clear,medium
Tuesday,05:00:00,0.0,0.8,0.0,"Mist, Fog",Clear,high
Tuesday,06:00:00,0.0,0.6,0.0,Mist,Clear,low
Tuesday,07:00:00,0.0,0.6,0.0,Mist,Clear,medium
Tuesday,08:00:00,0.0,1.2,,Smoke Or Haze,Clear,low
Tuesday,09:00:00,0.0,1.2,0.0,Mist,Clear,medium
Tuesday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Tuesday,11:00:00,0.0,1.5,1.9,Smoke Or Haze,Clear,low
Tuesday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Tuesday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Tuesday,14:00:00,0.0,1.5,,Smoke Or Haze,Clear,medium
Tuesday,15:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,medium
Tuesday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Tuesday,17:00:00,0.0,1.6,0.0,Smoke Or Haze,Clear,high
Tuesday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Tuesday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Tuesday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Tuesday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Tuesday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Tuesday,23:00:00,0.0,1.3,0.0,Smoke Or Haze,Clear,low
Wednesday,00:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Wednesday,01:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Wednesday,02:00:00,0.0,0.8,0.0,Mist,Clear,low
Wednesday,03:00:00,0.0,1.2,0.0,Mist,Clear,medium
Wednesday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Wednesday,05:00:00,0.0,0.8,0.0,"Mist, Fog",Clear,low
Wednesday,06:00:00,0.0,0.6,0.0,Mist,Clear,high
Wednesday,07:00:00,0.0,0.6,0.0,Fog,Clear,low
Wednesday,08:00:00,0.0,0.7,0.0,Mist,Clear,medium
Wednesday,09:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Wednesday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,11:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,low
Wednesday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,13:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,14:00:00,0.0,1.6,0.0,Smoke Or Haze,Clear,high
Wednesday,15:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Wednesday,16:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Wednesday,17:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,low
Wednesday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,low
Wednesday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,22:00:00,0.0,1.9,0.0,Mist,Clear,medium
Wednesday,23:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,medium
Thursday,00:00:00,0.0,1.2,0.0,Mist,Clear,low
Thursday,01:00:00,0.0,1.2,0.0,Mist,Clear,high
Thursday,02:00:00,0.0,0.8,0.0,Mist,Clear,high
Thursday,03:00:00,0.0,1.2,0.0,Mist,Clear,high
Thursday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Thursday,05:00:00,0.0,0.8,0.0,"Mist, Fog",Clear,low
Thursday,06:00:00,0.0,0.6,0.0,Mist,Clear,low
Thursday,07:00:00,0.0,0.6,0.0,Mist,Clear,high
Thursday,08:00:00,0.0,1.1,10.0,Mist,Clear,low
Thursday,09:00:00,0.0,1.2,0.0,Mist,Clear,medium
Thursday,10:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Thursday,11:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,medium
Thursday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Thursday,13:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Thursday,14:00:00,0.0,1.6,24.6,Smoke Or Haze,Clear,low
Thursday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Thursday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Thursday,17:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,medium
Thursday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Thursday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Thursday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Thursday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Thursday,22:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Thursday,23:00:00,0.0,0.8,0.0,"Mist, Smoke Or Haze",Clear,medium
Friday,00:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Friday,01:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Friday,02:00:00,0.0,0.7,,"Mist, Smoke Or Haze",Clear,low
Friday,03:00:00,0.0,1.2,0.0,Mist,Clear,low
Friday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Friday,05:00:00,0.0,0.6,0.0,"Mist, Fog, Smoke Or Haze",Clear,medium
Friday,06:00:00,0.0,0.6,0.0,Fog,Clear,low
Friday,07:00:00,0.0,0.6,0.0,Fog,Clear,medium
Friday,08:00:00,0.0,1.1,0.0,"Mist, Fog",Clear,high
Friday,09:00:00,0.0,0.6,0.0,Mist,Clear,medium
Friday,10:00:00,0.0,1.2,0.0,Mist,Clear,low
Friday,11:00:00,0.0,2.1,0.0,Smoke Or Haze,Clear,low
Friday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Friday,13:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Friday,14:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,17:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Friday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Friday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,medium
Friday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Friday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,23:00:00,0.0,1.4,0.0,"Mist, Smoke Or Haze",Clear,high
Saturday,00:00:00,0.0,1.9,0.0,Mist,Clear,medium
Saturday,01:00:00,0.0,1.9,0.0,Mist,Clear,low
Saturday,02:00:00,0.0,1.4,0.0,"Mist, Smoke Or Haze",Clear,low
Saturday,03:00:00,0.0,1.2,0.0,Mist,Clear,low
Saturday,04:00:00,0.0,1.2,0.0,Mist,Clear,low
Saturday,05:00:00,0.0,1.1,0.0,"Mist, Fog",Clear,medium
Saturday,06:00:00,0.0,0.6,0.0,Fog,Clear,low
Saturday,07:00:00,0.0,0.6,0.0,Fog,Clear,low
Saturday,08:00:00,0.0,0.7,,Mist,Clear,medium
Saturday,09:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Saturday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,11:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,high
Saturday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,14:00:00,0.0,2.7,32.8,Smoke Or Haze,Partially cloudy,medium
Saturday,15:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,medium
Saturday,16:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,low
Saturday,17:00:00,0.0,2.3,24.0,Smoke Or Haze,Clear,medium
Saturday,18:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Saturday,19:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Saturday,20:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,low
Saturday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,23:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Sunday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,01:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Sunday,02:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Sunday,03:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,04:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,05:00:00,0.0,1.3,0.0,Smoke Or Haze,Clear,low
Sunday,06:00:00,0.0,1.2,27.5,Mist,Partially cloudy,high
Sunday,07:00:00,0.0,1.2,27.5,Mist,Partially cloudy,high
Sunday,08:00:00,0.0,1.3,0.0,"Mist, Smoke Or Haze",Clear,medium
Sunday,09:00:00,0.0,1.2,0.0,Mist,Clear,medium
Sunday,10:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Sunday,11:00:00,0.0,2.3,0.0,Smoke Or Haze,Clear,medium
Sunday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Sunday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Sunday,14:00:00,0.0,2.5,41.0,Smoke Or Haze,Partially cloudy,high
Sunday,15:00:00,0.0,2.5,50.0,Smoke Or Haze,Partially cloudy,medium
Sunday,16:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,high
Sunday,17:00:00,0.0,1.5,29.2,Smoke Or Haze,Partially cloudy,high
Sunday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Sunday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,20:00:00,0.0,1.4,8.2,Smoke Or Haze,Clear,high
Sunday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Sunday,23:00:00,0.0,1.4,32.8,Smoke Or Haze,Partially cloudy,medium
Monday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Monday,01:00:00,0.0,1.2,37.3,Smoke Or Haze,Partially cloudy,high
Monday,02:00:00,0.0,0.8,66.9,Smoke Or Haze,Partially cloudy,medium
Monday,03:00:00,0.0,1.2,37.3,Smoke Or Haze,Partially cloudy,high
Monday,04:00:00,0.0,1.2,37.3,Smoke Or Haze,Partially cloudy,low
Monday,05:00:00,0.0,0.8,73.8,"Mist, Smoke Or Haze",Partially cloudy,medium
Monday,06:00:00,0.0,1.2,37.3,Mist,Partially cloudy,medium
Monday,07:00:00,0.0,1.2,57.0,Mist,Partially cloudy,low
Monday,08:00:00,0.0,1.3,53.9,"Mist, Smoke Or Haze",Partially cloudy,low
Monday,09:00:00,0.0,1.2,27.5,Mist,Partially cloudy,low
Monday,10:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,medium
Monday,11:00:00,0.0,1.5,9.9,Smoke Or Haze,Clear,low
Monday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Monday,14:00:00,0.0,1.6,5.4,Smoke Or Haze,Clear,medium
Monday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Monday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Monday,17:00:00,0.0,1.5,5.0,Smoke Or Haze,Clear,high
Monday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,20:00:00,0.0,1.4,5.1,Smoke Or Haze,Clear,low
Monday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Monday,23:00:00,0.0,1.4,5.1,Smoke Or Haze,Clear,low
Tuesday,00:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Tuesday,01:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Tuesday,02:00:00,0.0,1.3,3.8,Smoke Or Haze,Clear,high
Tuesday,03:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Tuesday,04:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Tuesday,05:00:00,0.0,1.3,3.2,"Fog, Smoke Or Haze",Clear,medium
Tuesday,06:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Tuesday,07:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,low
Tuesday,08:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,medium
Tuesday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Tuesday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Tuesday,11:00:00,0.0,1.5,,Smoke Or Haze,Clear,medium
Tuesday,12:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Tuesday,13:00:00,0.0,2.5,27.5,Smoke Or Haze,Partially cloudy,low
Tuesday,14:00:00,0.0,1.6,1.9,Smoke Or Haze,Clear,medium
Tuesday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Tuesday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Tuesday,17:00:00,0.0,1.5,24.8,Smoke Or Haze,Clear,high
Tuesday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Tuesday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Tuesday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,high
Tuesday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Tuesday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Tuesday,23:00:00,0.0,1.4,0.0,"Mist, Smoke Or Haze",Clear,medium
Wednesday,00:00:00,0.0,1.9,0.0,Mist,Clear,low
Wednesday,01:00:00,0.0,1.9,0.0,Mist,Clear,medium
Wednesday,02:00:00,0.0,0.8,0.0,"Mist, Smoke Or Haze",Clear,medium
Wednesday,03:00:00,0.0,1.2,0.0,Mist,Clear,low
Wednesday,04:00:00,0.0,1.2,0.0,Mist,Clear,high
Wednesday,05:00:00,0.0,0.8,0.0,Mist,Clear,high
Wednesday,06:00:00,0.0,1.2,0.0,Mist,Clear,high
Wednesday,07:00:00,0.0,1.2,0.0,Mist,Clear,low
Wednesday,08:00:00,0.0,1.3,0.0,"Mist, Fog, Smoke Or Haze",Clear,low
Wednesday,09:00:00,0.0,1.2,0.0,Mist,Clear,high
Wednesday,10:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,11:00:00,0.0,1.4,,Smoke Or Haze,Clear,high
Wednesday,12:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,13:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Wednesday,14:00:00,0.0,1.6,0.0,Smoke Or Haze,Clear,low
Wednesday,15:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,high
Wednesday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Wednesday,17:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,medium
Wednesday,18:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,high
Wednesday,20:00:00,0.0,1.4,8.2,Smoke Or Haze,Clear,low
Wednesday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Wednesday,22:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Wednesday,23:00:00,0.0,1.3,0.0,Smoke Or Haze,Clear,low
Thursday,00:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,medium
Thursday,01:00:00,0.0,1.2,0.0,Smoke Or Haze,Clear,high
Thursday,02:00:00,0.0,0.8,0.0,"Mist, Smoke Or Haze",Clear,medium
Thursday,03:00:00,0.0,1.2,0.0,Mist,Clear,low
Thursday,04:00:00,0.0,1.2,0.0,Mist,Clear,medium
Thursday,05:00:00,0.0,0.8,0.0,"Mist, Fog",Clear,high
Thursday,06:00:00,0.0,0.6,,,Clear,medium
Thursday,07:00:00,0.0,0.6,27.5,Fog,Partially cloudy,medium
Thursday,08:00:00,0.0,1.1,77.8,"Mist, Fog",Overcast,medium
Thursday,09:00:00,0.0,0.6,27.5,Mist,Partially cloudy,low
Thursday,10:00:00,0.0,0.6,27.5,Mist,Partially cloudy,medium
Thursday,11:00:00,0.0,1.3,49.7,"Mist, Sky Coverage Increasing",Partially cloudy,high
Thursday,12:00:00,0.0,1.2,0.0,Mist,Clear,medium
Thursday,13:00:00,0.0,1.2,27.5,Mist,Partially cloudy,low
Thursday,14:00:00,0.0,1.3,37.1,"Mist, Smoke Or Haze",Partially cloudy,low
Thursday,15:00:00,0.0,1.2,27.5,Smoke Or Haze,Partially cloudy,high
Thursday,16:00:00,0.0,1.2,50.0,Smoke Or Haze,Partially cloudy,medium
Thursday,17:00:00,0.0,0.9,88.4,"Mist, Smoke Or Haze",Overcast,high
Thursday,18:00:00,0.0,1.9,50.0,Smoke Or Haze,Partially cloudy,high
Thursday,19:00:00,0.0,1.9,37.3,Smoke Or Haze,Partially cloudy,high
Thursday,20:00:00,0.0,1.4,73.9,Smoke Or Haze,Partially cloudy,low
Thursday,21:00:00,0.0,1.9,37.3,Smoke Or Haze,Partially cloudy,low
Thursday,22:00:00,0.0,1.9,50.0,Smoke Or Haze,Partially cloudy,high
Thursday,23:00:00,0.0,1.3,77.7,"Mist, Smoke Or Haze",Overcast,medium
Friday,00:00:00,0.0,1.2,50.0,Mist,Partially cloudy,medium
Friday,01:00:00,0.0,1.2,50.0,Mist,Partially cloudy,low
Friday,02:00:00,0.0,0.8,57.2,Mist,Partially cloudy,high
Friday,03:00:00,0.0,1.2,50.0,Mist,Partially cloudy,high
Friday,04:00:00,0.0,1.2,50.0,Mist,Partially cloudy,medium
Friday,05:00:00,0.0,0.8,50.0,"Mist, Fog",Partially cloudy,high
Friday,06:00:00,0.0,0.6,50.0,Mist,Partially cloudy,medium
Friday,07:00:00,0.0,0.6,0.0,Mist,Clear,low
Friday,08:00:00,0.0,1.3,24.8,Smoke Or Haze,Clear,high
Friday,09:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Friday,10:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,11:00:00,0.0,2.5,24.7,Smoke Or Haze,Clear,high
Friday,12:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,medium
Friday,13:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,low
Friday,14:00:00,0.0,2.7,24.6,Smoke Or Haze,Clear,medium
Friday,15:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,low
Friday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,17:00:00,0.0,1.7,24.8,Smoke Or Haze,Clear,high
Friday,18:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Friday,19:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Friday,20:00:00,0.0,1.6,0.0,Smoke Or Haze,Clear,medium
Friday,21:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Friday,22:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Friday,23:00:00,0.0,1.4,,Smoke Or Haze,Clear,low
Saturday,00:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,01:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,02:00:00,0.0,1.4,0.0,"Mist, Smoke Or Haze",Clear,high
Saturday,03:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,04:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,05:00:00,0.0,1.4,0.0,"Mist, Smoke Or Haze",Clear,medium
Saturday,06:00:00,0.0,1.9,50.0,Smoke Or Haze,Partially cloudy,medium
Saturday,07:00:00,0.0,1.9,27.5,Smoke Or Haze,Partially cloudy,medium
Saturday,08:00:00,0.0,1.5,0.0,Smoke Or Haze,Clear,low
Saturday,09:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,10:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Saturday,11:00:00,0.0,1.6,0.0,Smoke Or Haze,Clear,low
Saturday,12:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,low
Saturday,13:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,low
Saturday,14:00:00,0.0,2.7,0.0,Smoke Or Haze,Clear,low
Saturday,15:00:00,0.0,3.1,0.0,Smoke Or Haze,Clear,medium
Saturday,16:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,low
Saturday,17:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Saturday,18:00:00,0.0,2.5,0.0,Smoke Or Haze,Clear,medium
Saturday,19:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
Saturday,20:00:00,0.0,1.4,0.0,Smoke Or Haze,Clear,low
Saturday,21:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,medium
Saturday,22:00:00,0.0,1.9,0.0,Smoke Or Haze,Clear,low
